"site_no" "feature_id" "nws_id" "action_stage" "minor_stage" "moderate_stage" "major_stage" "record_stage" "action_flow" "minor_flow" "moderate_flow" "major_flow" "record_flow" "lat" "lon" "location"
"1007" "02191300" 6279431 "CARG1" 12 15 25 34 NA "7290" "10600" "24900" "56881.8929545373" NA 34.075611114502 -83.0045928955078 "BROAD RIVER ABOVE CARLTON GA"
"1008" "02382500" 6478587 "CATG1" 17 20 24 28 36 "7360" "9420" "11900" "14500" 57000 34.6044921875 -84.693603515625 "COOSAWATTEE RIVER AT CARTERS GA"
"1009" "02341460" 3434274 "CBUG1" 25 27 42 47 55.2 "25055" "34777" "250736.020140756" "498518.261065085" 198000 32.4776649475098 -84.9948959350586 "CHATTAHOOCHEE RIVER AT 14TH ST AT COLUMBUS GA"
"1010" "02397500" 15823139 "CCDG1" 8 11 14 18 19.4 "2720" "4540" "6680" "10154.5038231591" 17000 34.0645141601562 -85.3077621459961 "CEDAR CREEK NEAR CEDARTOWN GA"
"1011" "02336490" 3286344 "CHAG1" 22 24 28 31 35.98 "18703" "21542" "27403" "32319" 42300 33.8130722045898 -84.488655090332 "CHATTAHOOCHEE RIVER AT GA 280 NEAR ATLANTA GA"
"1012" "02385170" 12193830 "CHCG1" 14 16 28 32 NA "1550" "2340" "46129.8948896117" "118891.990224174" NA 34.7452545166016 -84.8764953613281 "COAHULLA CREEK AT KEITHS MILL ROAD NEAR DALTONGA"
"1013" "02347500" 6429916 "CLUG1" 17 18 25 47 45.73 "16600" "18000" "32800" "106000" 101837.387355108 32.7209053039551 -84.2209396362305 "FLINT RIVER AT US 19 NEAR CARSONVILLE GA"
"1014" "02335580" 2044625 "CMGG1" 4 6 12 15 NA "223" "435" "5835.46916546258" "8528.70080286958" NA 34.1567802429199 -84.2187881469727 "BIG CREEK AT GA 9 NEAR CUMMING GA"
"1015" "02217615" 1047261 "CMRG1" 13 15 21 26 NA "2710" "3502.39046711484" "7273.45292053565" "11566.2755445731" NA 34.1984367370605 -83.5160446166992 "NORTH OCONEE R AT WOODBRIDGE RD NEAR COMMERCE GA"
"1016" "02384540" 12193270 "CNDG1" 6 8 10 12 6.96 "1510" "3199" NA NA 2240 34.8711891174316 -84.7238311767578 "                                                  "
"1017" "02392000" 6498632 "CNNG1" 15 16 22 26 26.7 "10000" "11000" "19000" "32000" 32300 34.2401390075684 -84.4951858520508 "ETOWAH RIVER AT CANTON GA"
"1018" "02335350" 2048057 "CRKG1" 9 11 14 16 NA "570" "1000" "2000" "5016.43167235556" NA 33.9640312194824 -84.2645950317383 "CROOKED CREEK NEAR NORCROSS GA"
"1019" "02394670" 6499076 "CTVG1" 16 18 19 20 37 "10483" "13085" "14430" "15844" 55000 34.1430702209473 -84.8390426635742 "ETOWAH RIVER AT GA 61 NEAR CARTERSVILLE GA"
"1020" "02397410" 15824181 "CTWG1" 13 15 16 18 22 "4000" "5500" "6600" "9000" NA 33.9927139282227 -85.2630462646484 "CEDAR CREEK AT GA AVE AT CEDARTOWN GA"
"1021" "02218565" 1048273 "DACG1" 6 8 10 16 NA "837" "1760" "3332.89243158368" "11528.7683883511" NA 34.0160789489746 -83.9117202758789 "APALACHEE RIVER AT FENCE ROAD NEAR DACULA GA"
"1022" "02201000" 9961690 "DAVG1" 8 10 13 15 NA "901" "2450" "6462.50588330713" "10899.115754026" NA 32.9802322387695 -82.6167907714844 "WILLIAMSON SWAMP CREEK AT DAVISBORO GA"
"1023" "02223500" 1946791 "DBNG1" 20 21 25 30 33 "20000" "22408" "35933" "65822" 96700 32.5428199768066 -82.8919448852539 "OCONEE RIVER AT DUBLIN GA"
"1024" "02331600" 2042071 "DCNG1" 11 14 18 21 20.55 "12800" "17300" "23170.3932700903" "26646.6512492176" 26400 34.540657043457 -83.6245803833008 "CHATTAHOOCHEE RIVER NEAR CORNELIA GA"
"1025" "02212735" 6336816 "DFYG1" 15 16 18 20 36.3 "30700" "33800" "40000" "46600" 80000 33.0163192749023 -83.7276458740234 "OCMULGEE RIVER AT GA 18 AT DAMES FERRY GA"
"1026" "02333500" 2041805 "DGAG1" 16 19 23 26 25.17 "10800" "14300" "19800" "24059.845684738" 22700 34.5297660827637 -83.9388885498047 "CHESTATEE RIVER NEAR DAHLONEGA GA"
"1027" "02334620" 2044851 "DICG1" 8 10 13 18 NA "798" "1150" "1760" "3602.58079978674" NA 34.0724945068359 -84.1313552856445 "DICK CREEK AT OLD ATLANTA RD NEAR SUWANEE GA"
"1028" "02385500" 12193674 "DLNG1" 9 11 14 17 11.68 "1080" "1700" "6082.67480120766" "23218.6107449353" 1972 34.7945137023926 -84.9658279418945 "MILL CREEK AT DALTON GA"
"1029" "02337410" 3285980 "DOGG1" 10 13 16 20 33.83 "5450" "10700" "17000" "25800" 59900 33.6474609375 -84.8079452514648 "DOG RIVER AT GA 5 NEAR FAIRPLAY GA"
"1030" "02390000" 6495864 "DONG1" 8 10 13 17 NA "9345.16564806142" "13146.9159202738" "19638.827132947" "29602.3687306012" NA 34.4119338989258 -84.2130355834961 "AMICALOLA CREEK NEAR DAWSONVILLE GA."
"1031" "02389150" 6496178 "DWSG1" 11 13 16 21 16.2 "2090" "3000" "4300" "8945" 6100 34.3556747436523 -84.1206283569336 "ETOWAH RIVER AT GA 9 NEAR DAWSONVILLE GA"
"1032" "02220900" 1056233 "EANG1" 14 20 24 30 30.8 "2787" "5647" "8136" "14614.5814346915" 15000 33.3136138916016 -83.4363021850586 "LITTLE RIVER NEAR EATONTON GA"
"1033" "02391860" 6498588 "ECTG1" 16 17 23 27 NA "8000" "8790" "14000" "18000" NA 34.2514991760254 -84.4550247192383 "ETOWAH RIVER DOWNSTREAM OF I-575 AT CANTON GA"
"1034" "02379500" 6478057 "EECG1" 6 7 9 11 13 "4170.77426557027" "6119.9142080936" "11435.0948680601" "18837.527265577" 20000 34.687572479248 -84.4658813476562 "CARTECAY RIVER NEAR ELLIJAY GA"
"1035" "02380500" 6479383 "ELIG1" 6 8 10 11 NA "4300" "6200" "8200" "9100" NA 34.6755676269531 -84.5068435668945 "COOSAWATTEE RIVER NEAR ELLIJAY GA"
"1036" "03568933" 19697927 "ENGG1" 10 12 17 19 NA "1370" "2350" "10000" "15000" NA 34.89990234375 -85.4602584838867 "LOOKOUT CREEK NEAR NEW ENGLAND GA"
"1037" "02384500" 12193538 "ETNG1" 10 12 20 24 20.52 "2110" "4730" "27100" "34695.0087351429" 30000 34.82275390625 -84.8560791015625 "CONASAUGA RIVER AT GA 286 NEAR ETON GA"
"1038" "02394000" 6499252 "ETWG1" 7 9 12 16 20.8 "8310" "11100" "15300" "26442.7472987525" 40400 34.162712097168 -84.7396621704102 "ETOWAH RIVER AT ALLATOONA DAM ABV CARTERSVILLEGA"
"1039" "02212600" 6335902 "FALG1" 11 13 17 21 23.25 "1300" "1800" "3400" "6040" 7920 33.0949401855469 -83.7258377075195 "FALLING CREEK NEAR JULIETTE GA"
"1040" "02337170" 3286494 "FBNG1" 17 20 25 30 31.6 "17948" "22545" "36630" "60100" 75000 33.6571731567383 -84.6648559570312 "CHATTAHOOCHEE RIVER NEAR FAIRBURN GA"
"1041" "02381600" 6478765 "FCTG1" 7 10 13 17 16.96 "940" "1700" "2540" "3170" 3160 34.570858001709 -84.466194152832 "FAUSETT CREEK NEAR TALKING ROCK GA"
"1042" "02204285" 6339430 "FLPG1" 10 12 15 17 16.2 "959.291667629269" "1365.06385092564" "2102.11959093152" "2678.12155735251" 4400 33.4894485473633 -84.2576522827148 "PATES CREEK NEAR FLIPPEN GA"
"1043" "02390140" 6496726 "FREG1" 10 13 21 23 NA "734" "1060" "3205.6407950086" "4114.98737228903" NA 34.2915306091309 -84.2631530761719 "SETTINGDOWN CREEK NEAR BALL GROUND GA"
"1044" "02338500" 3291986 "FRNG1" 19 23 27 30 30.55 "29400" "40200" "48900" "61900" 72482 33.2798843383789 -85.1004028320312 "CHATTAHOOCHEE RIVER AT GA 100 AT FRANKLIN GA"
"1045" "02211375" 6338744 "GFNG1" 11 13 24 NA 11.68 "7590.30554725323" "31682.3402965519" "6002393.56012068" NA 2250 33.2694854736328 -84.2338180541992 "CABIN CREEK AT NORTH SECOND STREET NR GRIFFIN GA"
"1046" "02344500" 6415592 "GRFG1" 10 12 17 20 24.22 "2380" "3306" "11989" "20232" 31500 33.2485122680664 -84.4248962402344 "FLINT RIVER NEAR GRIFFIN GA"
"1047" "02200120" 9958312 "GRGG1" 16 18 20 24 NA "2890" "8210" "25174.4577415307" "127920.54649576" NA 33.0450210571289 -82.6038055419922 "OGEECHEE RIVER AT GA 88 NEAR GRANGE GA"
"1048" "02215000" 6365360 "HAWG1" 14 20 26 40 40.91 "11500" "17000" "34342" "83946.27440848" 101000 32.276252746582 -83.4631195068359 "OCMULGEE RIVER AT US 341 AT HAWKINSVILLE GA"
"1049" "02330450" 2040783 "HDCG1" 4 6 8 11 12 "1600" "4050" "7176.62705737732" "10982.7000387505" 10500 34.7026557922363 -83.7277221679688 "CHATTAHOOCHEE RIVER AT HELEN GA"
"1050" "02338523" 3291248 "HILG1" 10 12 16 20 14.44 "13007.6645705868" "36001.0474303655" "179441.182455207" "623775.250094186" 101194.638656809 33.339469909668 -85.2255935668945 "HILLABAHATCHEE CREEK AT THAXTON RD NR FRANKLINGA"
"1051" "02391840" 6497138 "HLCG1" 6 8 10 12 NA "2979.51749972315" "8081.65947437566" "17524.1311368525" "32982.1954442201" NA 34.2616233825684 -84.4721908569336 "HICKORY LOG CREEK NEAR CANTON GA"
"1052" "02385800" 12193956 "HOLG1" 8 10 15 19 NA "960" "4150" "21100" "37706.9733914254" NA 34.7121276855469 -84.7770614624023 "HOLLY CREEK NEAR CHATSWORTH GA"
"1053" "02204130" 6333958 "HONG1" 7 9 13 17 NA "660" "2050" "11920.3138422307" "42189.1967557989" NA 33.5736618041992 -84.0679397583008 "HONEY CREEK AT GA 212 NEAR CONYERS GA"
"1054" "02209000" 6331480 "HPTG1" 9 11 15 20 27.2 "2050" "2850" "4590" "7090" 12400 33.5051002502441 -83.8246688842773 "ALCOVY RIVER BELOW COVINGTON GA"
"1055" "03544970" 19679561 "HWEG1" 8 10 12 14 NA "1630" "2440" "3310" "5307.31184968346" NA 34.8815460205078 -83.7220458984375 "HIWASSEE RIVER AT RIVERSIDE DR NR HIAWASSEE GA"
"1056" "02203700" 6334126 "INTG1" 9 11 13 16 NA "1000" "1630" "2360" "4783.12028482489" NA 33.7068061828613 -84.3423080444336 "INTRENCHMENT CR AT CONSTITUTION RD NR ATLANTA GA"
"1057" "02223360" 1948129 "IWTG1" 8 10 16 19 NA "1670" "8601.28184568066" "128430.644400893" "345115.065967381" NA 32.7664375305176 -83.1649551391602 "BIG SANDY CREEK AT US 441 NEAR IRWINTON GA"
"1058" "02210500" 6336552 "JACG1" 16 19 23 26 26.87 "30190" "39880" "54275" "65170" 68500 33.3058052062988 -83.8354797363281 "OCMULGEE RIVER NEAR JACKSON GA"
"1059" "02193340" 6289497 "KETG1" 11 14 17 20 NA "1750" "2740" "3870" "7831.41119099373" NA 33.6818466186523 -82.866569519043 "KETTLE CREEK NEAR WASHINGTON GA"
"1060" "02395000" 6498944 "KGTG1" 18 20 22 24 31 "21182" "24976" "29533" "33983" 52000 34.2146415710449 -84.9830932617188 "ETOWAH RIVER NEAR KINGSTONGA"
"1061" "02395120" 6498620 "KTRG1" 6 8 11 14 8.65 "1180" "3300" "9802.96635076805" "23123.2615850214" 4300 34.2459983825684 -84.8880920410156 "TWO RUN CREEK NEAR KINGSTON GA"
"1062" "02388975" 6495832 "LANG1" 12 14 21 27 NA "3980" "5444.28925261891" "13094.4660514599" "22559.4851388118" NA 34.4091567993164 -84.0232009887695 "ETOWAH RIVER AT GA 136 NEAR LANDDRUM GA"
"1063" "02215500" 6367034 "LBRG1" 14 15 18 23 26.3 "19900" "24400" "41370" "77960" 105800 31.9094161987305 -82.6785202026367 "OCMULGEE RIVER AT LUMBER CITY GA"
"1064" "02344700" 6415544 "LING1" 8 10 15 20 20.1 "850" "1900" "9680" "27900" 28400 33.3110084533691 -84.5205459594727 "LINE CREEK NEAR SENOIA GA"
"1065" "02344630" 6415508 "LMCG1" 8 10 14 17 NA "944" "2273.65261824406" "8112.12717225425" "16900.3082196662" NA 33.3448371887207 -84.5652084350586 "LINE CREEK BLW LAKE MCINTOSH NR PEACHTREE CITYGA"
"1066" "02207400" 6330794 "LOGG1" 7 9 11 16 NA "364" "587" "850" "2976.17004460808" NA 33.8218002319336 -83.9422836303711 "BRUSHY FORK CREEK AT BEAVER ROAD NR LOGANVILLEGA"
"1067" "02344350" 6415468 "LOVG1" 9 12 14 16 23.6 "1100" "2650" "4630" "7020" 19000 33.4209365844727 -84.3821105957031 "FLINT RIVER NEAR LOVEJOY GA"
"1068" "02208050" 6330518 "LWRG1" 12 15 20 25 NA NA NA NA NA NA 33.9762382507324 -83.9297027587891 "ALCOVY RIVER NEAR LAWRENCEVILLE GA"
"1069" "02213000" 6341518 "MACG1" 16 18 26 30 35.4 "9507" "13500" "42990" "65359" 107000 32.8391304016113 -83.6214218139648 "OCMULGEE RIVER AT MACON GA"
"1070" "02393419" 6500642 "MAHG1" 11 13 18 23 NA "710" "1266.53" "4972.27" "13732.37" NA 33.9975395202637 -84.6921463012695 "ALLATOONA CREEK AT STILESBORO RD NEAR ACWORTH GA"
"1071" "02335870" 2047815 "MARG1" 10 12 15 18 21.1 "2100" "3500" "5400" "9400" 4000 33.9477424621582 -84.4364852905273 "SOPE CREEK NEAR MARIETTA GA"
"1072" "02207418" 6330996 "MBHG1" 6 7 8 10 NA "1280" "1979.4545837649" "3708.02377940868" "10584.6805615406" NA 33.7173652648926 -83.9335556030273 "BIG HAYNES CREEK AT JACK TURNER DAMNR MILSTEAD GA"
"1073" "02216180" 6383975 "MCRG1" 8 10 14 18 11.82 "662" "2100" "15506.8323885991" "87081.6178774993" 4980 31.9931411743164 -82.9258117675781 "TURNPIKE CREEK NEAR MCRAE GA"
"1074" "02335815" 2048157 "MGFG1" 819 821 823 826 827.01 "12000" "16200" "21400" "31400" 35500 33.966121673584 -84.3831176757812 "CHATTAHOOCHEE RIVER BELOW MORGAN FALLS DAM GA"
"1075" "02223190" 1947891 "MITG1" 11 13 22 25 NA "793" "6768.79260435035" "1552382.97023422" "5815202.44908415" NA 32.8495979309082 -83.1913070678711 "COMMISSIONER CREEK AT US 441 AT MCINTYRE GA"
"1076" "02223000" 1943829 "MLGG1" 20 27 32 38 42.9 "21500" "26600" "55400" "75300" 122000 33.0893402099609 -83.2144165039062 "OCONEE RIVER AT MILLEDGEVILLE GA"
"1077" "02207435" 6331014 "MLHG1" 8 10 13 16 NA "459" "1290" "4070" "11482.721685778" NA 33.7085266113281 -83.9176025390625 "LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA"
"1078" "02381090" 6477993 "MNCG1" 10 12 15 18 NA "9331.25194983303" "22724.207364353" "67543.9218505996" "164488.333889874" NA 34.7030258178711 -84.5439071655273 "MOUNTAINTOWN CREEK AT GA 282 NEAR ELLIJAY GA"
"1079" "02349605" 6444276 "MNTG1" 11 20 28 31 34.11 "11900" "31500" "77929" "105100" 136000 32.2869071960449 -84.0432510375977 "FLINT RIVER AT GA 26 NEAR MONTEZUMA GA"
"1080" "02217500" 1049699 "MOCG1" 15 18 20 22 25.5 "7931" "10730" "12789" "15000" 19600 33.945442199707 -83.4241180419922 "MIDDLE OCONEE RIVER NEAR ATHENS GA"
"1081" "02344872" 6415040 "MOLG1" 20 28 33 38 NA "8040" "17400" "33000" "59105.5739119621" NA 33.0506782531738 -84.5259170532227 "FLINT RIVER BELOW BIG BRANCH NEAR MOLENA GA"
"1082" "02221525" 1056599 "MTLG1" 8 10 14 18 14.9 "4659" "6545" "10500" "30666.3875031974" 14686.5398223684 33.2550392150879 -83.4854965209961 "MURDER CREEK BELOW EATONTON GA"
"1083" "02224500" 1958701 "MTVG1" 14 16 20 23 23.03 "13000" "24379" "45285" "67021" 70700 32.1928176879883 -82.6318359375 "OCONEE RIVER NEAR MOUNT VERNON GA"
"1084" "02351500" 6457483 "MUCG1" 8 10 15 18 19.5 "1800" "3620" "14100" "26000" 33500 32.0829849243164 -84.2587051391602 "MUCKALEE CREEK NEAR AMERICUS GA"
"1085" "02207335" 6331142 "MYRG1" 9 11 16 20 NA "2470" "3300" "9000" "15400" NA 33.6627082824707 -83.9393844604492 "YELLOW RIVER AT GEES MILL ROAD NEAR MILSTEAD GA"
"1086" "02336410" 2047963 "NANG1" 9 12 16 20 25.46 "876" "1190" "2460" "4720" 6700 33.8522720336914 -84.4334869384766 "NANCY CREEK AT WEST WESLEY ROAD AT ATLANTA GA"
"1087" "02336910" 3285574 "NATG1" 16 19 23 27 NA "1944.01" "3060.57136026401" "11283.1295820815" "33726.3998399328" NA 33.8221626281738 -84.6438369750977 "SWEETWATER CR 0.05 MI US RR BRIDGE AT AUSTELL GA"
"1088" "02336340" 2047893 "NCDG1" 15 16 20 24 NA "2349.19" "2716.28" "6222.61895713732" "16256.0857174573" NA 33.888599395752 -84.3572082519531 "NANCY CREEK AT JOHNSON FERRY RD AT CHAMBLEE GA"
"1089" "02336360" 2047911 "NCKG1" 9 11 12 13 15.5 "1500" "2100" "2500" "2900" 4500 33.8651580810547 -84.3821563720703 "NANCY CREEK AT RICKENBACKER DRIVE AT ATLANTA GA"
"1090" "02335000" 2048087 "NCRG1" 10 12 16 20 27.7 "8600" "11000" "17700" "30800" 55000 33.9902992248535 -84.1977920532227 "CHATTAHOOCHEE RIVER NEAR NORCROSS GA"
"1091" "02392950" 6498178 "NDYG1" 9 11 15 18 17.31 "1500" "1500" "8000" "13497.3257886439" 3711 34.0516548156738 -84.5418853759766 "NOONDAY CREEK AT HAWKINS STORE RD NR WOODSTOCKGA"
"1092" "02336030" 2047869 "NFPG1" 9 12 16 18 12.93 "1140" "1500" "118894.705684145" "236427.067703562" 1611 33.9054489135742 -84.2291259765625 "N.F. PEACHTREE CREEK AT GRAVES RD NR DORAVILLEGA"
"1093" "02336635" 3285604 "NICG1" 8 10 16 21 19.85 "1030" "2000" "8410" "20453.227309892" 14591 33.8158073425293 -84.5107803344727 "NICKAJACK CREEK AT US 78/278 NEAR MABLETON GA"
"1094" "01054300" 6710239 "SADM1" NA 16 NA NA NA NA "3370" NA NA NA 44.5934524536133 -70.7322387695312 "ELLIS RIVER AT SOUTH ANDOVER MAINE"
"1095" "02207185" 6333534 "NOBG1" 7 9 11 14 NA "424" "798" "3559.2390102356" "19033.3277059579" NA 33.7928276062012 -84.0323867797852 "NO BUSINESS CREEK AT LEE ROAD BELOW SNELLVILLEGA"
"1096" "02217770" 1049653 "NOCG1" 10 19 20 23 27.4 "2700" "9100" "9600" "11900" 14500 33.967342376709 -83.3747024536133 "NORTH OCONEE RIVER AT COLLEGE ST AT ATHENS GA"
"1097" "02392975" 6498060 "NOOG1" 8 10 13 17 19.66 "1200" "1750" "2540" "7000" 4304 34.0712051391602 -84.5371704101562 "NOONDAY CREEK AT SHALLOWFORD ROAD NR WOODSTOCKGA"
"1098" "02336968" 3285562 "NOSG1" 9 11 16 20 23.2 "1050" "1500" "4255.21670684415" "10029.039658593" 3000 33.8419799804688 -84.6426315307617 "NOSES CREEK AT POWDER SPRINGS RDPOWDER SPRINGSGA"
"1099" "02336120" 2047971 "NPBG1" 11 13 15 17 18.57 "1870" "2760" "3830" "5060" 6141 33.8333320617676 -84.3392181396484 "N.F. PEACHTREE CREEK BUFORD HWY NEAR ATLANTA GA"
"1100" "02338660" 3289348 "NRVG1" 9 12 17 22 17.17 "1700" "4520" "9480" "28851.2769150193" 10000 33.2331809997559 -84.9913558959961 "NEW RIVER AT GA 100 NEAR CORINTH GA"
"1101" "02220788" 1052363 "NWBG1" 10 12 19 22 NA "736" "1120" "9033.7283578897" "21770.9375162254" NA 33.552848815918 -83.6574478149414 "LITTLE RIVER AT NEWBORN RD NEAR NEWBORN GA"
"1102" "02223248" 1946659 "OCNG1" 14 17 21 25 29.9 "10000" "15100" "28900" "52400" 96900 32.7851028442383 -82.9576644897461 "OCONEE RIVER NEAR OCONEE GA"
"1103" "02223056" 1949057 "OCOG1" 16 18 20 22 20.67 "13200" "16300" "19500" "19635.0390342097" 20850 32.9386520385742 -83.0670013427734 "OCONEE RIVER AT AVANT MINE NEAR OCONEE GA"
"1104" "02336986" 3285556 "OLYG1" 9 12 15 18 27.4 "1258.1417247816" "5758.99905248798" "18739.6598702437" "49139.9823709439" 453203.631774822 33.8841438293457 -84.6041793823242 "OLLEY CREEK AT CLAY ROAD NEAR AUSTELL GA"
"1105" "02387600" 6487858 "OTKG1" 15 18 22 26 NA "1680" "2650" "4200" "8307.77509998685" NA 34.4926452636719 -84.9591522216797 "OOTHKALOOGA CREEK AT GA 53 SPUR AT CALHOUN GA"
"1106" "02336517" 3285704 "PCTG1" 10 12 15 17 15.4 NA NA "3400" "5900" 3500 33.7834815979004 -84.447624206543 "Proctor Creek near Atlanta                        "
"1107" "02336840" 3285576 "PDSG1" 10 13 20 25 31.45 "1000" "2220" "11427.7961174352" "27683.9688482164" 12100 33.8237533569336 -84.7088470458984 "SWEETWATER CREEKBROWNSVILLE RDPOWDER SPRINGSGA"
"1108" "02344605" 6415488 "PHCG1" 10 12 15 18 NA "1050" "1780" "3883.67126419024" "11711.8716305405" NA 33.3864326477051 -84.5984649658203 "LINE CREEK BELOW GA 54 NEAR PEACHTREE CITY GA"
"1109" "02218300" 1050623 "PNFG1" 11 13 18 27 26.9 "5770" "7420" "11850" "37500" 37000 33.7212944030762 -83.2954025268555 "OCONEE RIVER NEAR PENFIELD GA"
"1110" "02346310" 6415628 "POTG1" 9 11 13 17 NA "314" "866" "2400" "35690.0265683215" NA 33.1929206848145 -84.2281341552734 "POTATO CREEK AT COUNTY LINE RD NR ORCHARD HILLGA"
"1111" "02336870" 3285566 "POWG1" 9 11 15 20 19.82 "1010" "1450" "3090" "9100" 8420 33.8406600952148 -84.6773147583008 "POWDER SPRINGS CREEK NEAR POWDER SPRINGS GA"
"1112" "02336526" 3285608 "PRCG1" 11 13 18 24 18.03 "2590" "4230" "18266.8406279946" "95345.6651482249" 4300 33.799129486084 -84.4860076904297 "PROCTOR CREEK AT JACKSON PARKWAY AT ATLANTA GA"
"1113" "02383500" 6478921 "RDBG1" 22 25 33 38 34.2 "8070" "9900" "34900" "53234.6725974538" 40200 34.5622940063477 -84.8258743286133 "COOSAWATTEE RIVER NEAR PINE CHAPEL GA"
"1114" "02388500" 6489904 "RGAG1" 24 30 35 40 NA "19200" "28500" "39500" "52885.9539160285" NA 34.2987899780273 -85.1388931274414 "OOSTANAULA RIVER NEAR ROME GA"
"1115" "02208000" 6334744 "RKYG1" 16 18 22 26 NA "5030" "7310" "18219.5884021122" "30430.331654582" NA 33.4921035766602 -83.8855361938477 "YELLOW RIVER ROCKY PLAINS RD NR ROCKY PLAINS GA"
"1116" "02334480" 2044673 "RLCG1" 8 10 12 15 9.7 "1120" "2800" "4299.63540353071" "7405.41489146679" 1930 34.132884979248 -84.0702743530273 "RICHLAND CREEK AT SUWANEE DAM ROAD NEAR BUFORDGA"
"1117" "02397000" 15823339 "RMBG1" 21 24 31 35 43 "23000" "28300" "43900" "61000" 137598.537103919 34.2006301879883 -85.2580490112305 "COOSA RIVER (MAYO'S BAR) NEAR ROME GA"
"1118" "02395980" 6505962 "ROEG1" 28 32 36 40 37.5 "17370" "22360" "27870" "41088.0932659512" 46500 34.2299919128418 -85.1125335693359 "ETOWAH RIVER AT GA 1 LOOP NEAR ROME GA"
"1119" "02387500" 6486392 "RSCG1" 19 22 28 33 36.3 "14200" "17600" "27000" "49400" 68600 34.5747528076172 -84.9444808959961 "OOSTANAULA RIVER AT RESACA GA"
"1120" "02335450" 2048135 "RWLG1" 8 9 13 17 NA "9390" "12000" "25543.4186077332" "52341.0600287273" NA 33.9846649169922 -84.2953491210938 "CHATTAHOOCHEE RIVER ABOVE ROSWELL GA"
"1121" "02335757" 2045061 "RWSG1" 9 10 14 17 12.5 "2450" "2960" "5380" "8485.64843995251" 4400 34.0134735107422 -84.3574523925781 "BIG CREEK BELOW HOG WALLOW CREEK AT ROSWELL GA"
"1122" "02215900" 6381757 "SCTG1" 10 12 19 22 NA "1320" "3150" "14698.5467289603" "22076.720071597" NA 32.055347442627 -82.8261108398438 "LITTLE OCMULGEE RIVER AT GA 149 AT SCOTLAND GA"
"1123" "02203950" 6334110 "SFCG1" 10 12 17 21 NA "1120" "1670" "4590.39696676702" "14089.2353939854" NA 33.751579284668 -84.2079544067383 "SNAPFINGER CREEK NEAR DECATUR GA"
"1124" "02203900" 6333752 "SFMG1" 11 13 19 25 21.3 "4290" "5400" "10200" "19975.7703541476" 12500 33.6644630432129 -84.2337036132812 "SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA GA"
"1125" "02336152" 2048083 "SFPG1" 8 10 15 19 NA "979" "1740" "12807.1049273815" "67962.4011545983" NA 33.8108787536621 -84.2578735351562 "SOUTH FORK PEACHTREE AT CASA DR NR CLARKSTON GA"
"1126" "02344478" 6413892 "SHLG1" 5 7 9 11 8.72 "274" "1730" "3989.30125147439" "6139.44112642321" 3727.41773855281 33.2567558288574 -84.3616714477539 "SHOAL CREEK AT SHOAL CREEK ROAD NEAR GRIFFIN GA"
"1127" "02203863" 6334112 "SHOG1" 9 11 13 16 NA "395" "875.470101565616" "2585.55980331216" "9934.11147630517" NA 33.7216835021973 -84.2654800415039 "SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA GA"
"1128" "02344620" 6413164 "SHPG1" 8 10 16 22 NA "1577.5790668911" "6430.87987048699" "124077.110482251" "921799.433305235" NA 33.3861427307129 -84.6191711425781 "SHOAL CREEK AT GA54 NEAR SHARPSBURG GA"
"1129" "02335910" 2048069 "SMAG1" 10 14 19 23 NA "3340" "5884.67679121781" "29764.3727565204" "82058.2943037951" NA 33.8904991149902 -84.4567184448242 "ROTTENWOOD CR AT INTERSTATE N PKWY NR SMYRNA GA"
"1130" "023358685" 2047771 "SMCG1" 9 11 16 20 NA "1470" "2710" "10146.1908537552" "25701.0510778637" NA 33.9757308959961 -84.454216003418 "SEWELL MILL CREEK AT GA 120 NEAR MARIETTA GA"
"1131" "02204070" 6333824 "SOUG1" 10 12 17 21 14.5 "5960" "10100" "44507.1190829572" "145377.54120502" 17000 33.6280174255371 -84.1285095214844 "SOUTH RIVER AT KLONDIKE ROAD NEAR LITHONIA GA"
"1132" "02204520" 6334740 "SPGG1" 10 12 16 20 NA NA NA NA NA NA 33.4865760803223 -83.9666442871094 "SOUTH RIVER AT GA 81 AT SNAPPING SHOALS GA"
"1133" "02336240" 2048013 "SPJG1" 11 13 15 17 16.35 "2350" "3250" "4250" "5250" 4900 33.8064384460449 -84.357048034668 "S.F. PEACHTREE CREEK JOHNSON RD NEAR ATLANTA GA"
