"site_no","site_name","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","alt_va","contrib_drain_area_va","huc2","huc4","huc6","huc8","rfc"
"02088000","MIDDLE CREEK NEAR CLAYTON, NC","ST",35.5708333,-78.5905556,"NAD83",183.56,NA,"03","0302","030202","03020201","SERFC"
"02088383","LITTLE RIVER NEAR ZEBULON, NC","ST",35.82194444,-78.3522222,"NAD83",232.7,NA,"03","0302","030202","03020201","SERFC"
"02088500","LITTLE RIVER NEAR PRINCETON, NC","ST",35.51138889,-78.1602778,"NAD83",107.75,NA,"03","0302","030202","03020201","SERFC"
"02089000","NEUSE RIVER NEAR GOLDSBORO, NC","ST",35.3375,-77.9975,"NAD83",42.95,NA,"03","0302","030202","03020202","SERFC"
"0208925200","BEAR CREEK AT MAYS STORE, NC","ST",35.2747222,-77.7944444,"NAD83",45.8,NA,"03","0302","030202","03020202","SERFC"
"02089500","NEUSE RIVER AT KINSTON, NC","ST",35.25777778,-77.5855556,"NAD83",10.9,NA,"03","0302","030202","03020202","SERFC"
"02090380","CONTENTNEA CREEK NEAR LUCAMA, NC","ST",35.6911111,-78.1097222,"NAD83",116.83,NA,"03","0302","030202","03020203","SERFC"
"02091000","NAHUNTA SWAMP NEAR SHINE, NC","ST",35.48888889,-77.8061111,"NAD83",50.74,NA,"03","0302","030202","03020203","SERFC"
"02091500","CONTENTNEA CREEK AT HOOKERTON, NC","ST",35.42888889,-77.5825,"NAD83",14.85,NA,"03","0302","030202","03020203","SERFC"
"02091814","NEUSE RIVER NEAR FORT BARNWELL, NC","ST",35.31388889,-77.30277778,"NAD83",0,NA,"03","0302","030202","03020202","SERFC"
"02092500","TRENT RIVER NEAR TRENTON, NC","ST",35.06416667,-77.46138889,"NAD83",19.15,NA,"03","0302","030202","03020204","SERFC"
"02093000","NEW RIVER NEAR GUM BRANCH, NC","ST",34.84916667,-77.5194444,"NAD83",1.51,NA,"03","0302","030203","03020302","SERFC"
"02093800","REEDY FORK NEAR OAK RIDGE, NC","ST",36.1725,-79.9527778,"NAD83",771.3,NA,"03","0303","030300","03030002","SERFC"
"02093877","BRUSH CREEK AT MUIRFIELD RD AT GREENSBORO, NC","ST",36.12805556,-79.92388889,"NAD83",NA,NA,"03","0303","030300","03030002","SERFC"
"0209399200","HORSEPEN CREEK AT US 220 NR GREENSBORO, NC","ST",36.13777778,-79.86,"NAD83",739.86,NA,"03","0303","030300","03030002","SERFC"
"02094500","REEDY FORK NEAR GIBSONVILLE, NC","ST",36.17305556,-79.6141667,"NAD83",626.88,NA,"03","0303","030300","03030002","SERFC"
"02094659","SOUTH BUFFALO CREEK NR POMONA, NC","ST",36.04944444,-79.8552778,"NAD83",771.84,NA,"03","0303","030300","03030002","SERFC"
"02094770","SOUTH BUFFALO CREEK AT US 220 AT GREENSBORO, NC","ST",36.03805556,-79.7997222,"NAD83",721.27,NA,"03","0303","030300","03030002","SERFC"
"02094775","RYAN CREEK BELOW US 220 AT GREENSBORO, NC","ST",36.0311111,-79.7961111,"NAD83",725.35,NA,"03","0303","030300","03030002","SERFC"
"02095000","SOUTH BUFFALO CR NEAR GREENSBORO, NC","ST",36.06,-79.7258333,"NAD83",689.6,NA,"03","0303","030300","03030002","SERFC"
"02095181","N BUFFALO CR AT WESTOVER TERRACE AT GREENSBORO, NC","ST",36.07916667,-79.8127778,"NAD83",736.25,NA,"03","0303","030300","03030002","SERFC"
"02095271","NORTH BUFFALO CREEK AT CHURCH ST AT GREENSBORO, NC","ST",36.09777778,-79.7825,"NAD83",738.52,NA,"03","0303","030300","03030002","SERFC"
"02095500","NORTH BUFFALO CREEK NEAR GREENSBORO, NC","ST",36.12055556,-79.7080556,"NAD83",678.02,NA,"03","0303","030300","03030002","SERFC"
"0209553650","BUFFALO CREEK AT SR2819 NR MCLEANSVILLE, NC","ST",36.12805556,-79.6616667,"NAD83",647.49,NA,"03","0303","030300","03030002","SERFC"
"02096500","HAW RIVER AT HAW RIVER, NC","ST",36.0872222,-79.3661111,"NAD83",471.69,NA,"03","0303","030300","03030002","SERFC"
"02096846","CANE CREEK NEAR ORANGE GROVE, NC","ST",35.9872222,-79.2061111,"NAD83",507.69,NA,"03","0303","030300","03030002","SERFC"
"02096960","HAW RIVER NEAR BYNUM, NC","ST",35.76527778,-79.1358333,"NAD83",283.31,NA,"03","0303","030300","03030002","SERFC"
"0209722970","SANDY CREEK AT CORNWALLIS RD NEAR DURHAM, NC","ST",35.9832222,-78.9568056,"NAD83",266,NA,"03","0303","030300","03030002","SERFC"
"02097280","THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC","ST",35.92263889,-78.9524167,"NAD83",NA,NA,"03","0303","030300","03030002","SERFC"
"02097314","NEW HOPE CREEK NEAR BLANDS, NC","ST",35.885,-78.9652778,"NAD83",214.37,NA,"03","0303","030300","03030002","SERFC"
"0209734440","BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC","ST",35.92230556,-79.066,"NAD83",333.94,NA,"03","0303","030300","03030002","SERFC"
"0209741955","NORTHEAST CREEK AT SR1100 NR GENLEE, NC","ST",35.8722222,-78.9130556,"NAD83",229.01,NA,"03","0303","030300","03030002","SERFC"
"02097464","MORGAN CREEK NEAR WHITE CROSS, NC","ST",35.9236111,-79.115,"NAD83",410.13,NA,"03","0303","030300","03030002","SERFC"
"02097517","MORGAN CREEK NEAR CHAPEL HILL, NC","ST",35.8933333,-79.0197222,"NAD83",239.02,NA,"03","0303","030300","03030002","SERFC"
"0209782609","WHITE OAK CR AT MOUTH NEAR GREEN LEVEL, NC","ST",35.76027778,-78.9202778,"NAD83",236.14,NA,"03","0303","030300","03030002","SERFC"
"02098206","HAW RIVER NEAR MONCURE, NC","ST",35.6322222,-79.06,"NAD83",155.4,NA,"03","0303","030300","03030002","SERFC"
"02099000","EAST FORK DEEP RIVER NEAR HIGH POINT, NC","ST",36.0372222,-79.9455556,"NAD83",759.1,NA,"03","0303","030300","03030003","SERFC"
"02100500","DEEP RIVER AT RAMSEUR, NC","ST",35.72638889,-79.6555556,"NAD83",419.5,NA,"03","0303","030300","03030003","SERFC"
"0210166029","ROCKY R AT SR1300 NR CRUTCHFIELD CROSSROADS, NC","ST",35.80694444,-79.5275,"NAD83",611.09,NA,"03","0303","030300","03030003","SERFC"
"02101726","ROCKY R AT US 64 NEAR SILER CITY, NC","ST",35.73514055,-79.4230754,"NAD83",482.9,NA,"03","0303","030300","03030003","SERFC"
"02101800","TICK CREEK NEAR MOUNT VERNON SPRINGS, NC","ST",35.6597222,-79.4016667,"NAD83",446.52,NA,"03","0303","030300","03030003","SERFC"
"02102000","DEEP RIVER AT MONCURE, NC","ST",35.62694444,-79.1161111,"NAD83",185.06,NA,"03","0303","030300","03030003","SERFC"
"02102192","BUCKHORN CREEK NR CORINTH, NC","ST",35.5597222,-78.9736111,"NAD83",154.63,NA,"03","0303","030300","03030004","SERFC"
"02102500","CAPE FEAR RIVER AT LILLINGTON, NC","ST",35.4061111,-78.8133333,"NAD83",104.62,NA,"03","0303","030300","03030004","SERFC"
"02102908","FLAT CREEK NEAR INVERNESS, NC","ST",35.18277778,-79.1775,"NAD83",191.18,NA,"03","0303","030300","03030004","SERFC"
"02103000","LITTLE RIVER AT MANCHESTER, NC","ST",35.1933333,-78.9855556,"NAD83",122.83,NA,"03","0303","030300","03030004","SERFC"
"02104220","ROCKFISH CREEK AT RAEFORD, NC","ST",34.9997222,-79.2147222,"NAD83",170.3,NA,"03","0303","030300","03030004","SERFC"
"02105500","CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC","ST",34.83555556,-78.8236111,"NAD83",28.97,NA,"03","0303","030300","03030005","SERFC"
"02105769","CAPE FEAR R AT LOCK ","",NA,NA,"",NA,NA,"","","","",NA
"02106500","BLACK RIVER NEAR TOMAHAWK, NC","ST",34.755,-78.2886111,"NAD83",24.61,NA,"03","0303","030300","03030006","SERFC"
"02108000","NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC","ST",34.82888889,-77.8322222,"NAD83",17.28,NA,"03","0303","030300","03030007","SERFC"
"02109500","WACCAMAW RIVER AT FREELAND, NC","ST",34.095,-78.5483333,"NAD83",15.52,NA,"03","0304","030402","03040206","SERFC"
"02110400","BUCK CREEK NEAR LONGS, SC","ST",33.953505,-78.71973988,"NAD83",NA,NA,"03","0304","030402","03040206","SERFC"
"02110500","WACCAMAW RIVER NEAR LONGS, SC","ST",33.9126719,-78.7150175,"NAD83",5.28,NA,"03","0304","030402","03040206","SERFC"
"02110550","WACCAMAW RIVER ABOVE CONWAY, SC","ST-TS",33.8508333,-78.8972222,"NAD83",NA,NA,"03","0304","030402","03040206","SERFC"
"02110701","CRABTREE SWAMP AT CONWAY, SC","ST",33.86100349,-79.0411471,"NAD83",10,NA,"03","0304","030402","03040206","SERFC"
"02110704","WACCAMAW RIVER AT CONWAY MARINA AT CONWAY, SC","ST",33.8329481,-79.0436473,"NAD83",-5.06,NA,"03","0304","030402","03040206","SERFC"
"02111000","YADKIN RIVER AT PATTERSON, NC","ST",35.9908333,-81.5583333,"NAD83",1211.47,NA,"03","0304","030401","03040101","SERFC"
"02111180","ELK CREEK AT ELKVILLE, NC","ST",36.07138889,-81.4030556,"NAD83",1082.4,NA,"03","0304","030401","03040101","SERFC"
"0211139110","YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC","ST",36.1361111,-81.2233333,"NAD83",961.6,NA,"03","0304","030401","03040101","SERFC"
"02111500","REDDIES RIVER AT NORTH WILKESBORO, NC","ST",36.175,-81.16888889,"NAD83",978.62,NA,"03","0304","030401","03040101","SERFC"
"02112000","YADKIN RIVER AT WILKESBORO, NC","ST",36.1525,-81.1455556,"NAD83",942.35,NA,"03","0304","030401","03040101","SERFC"
"02112250","YADKIN RIVER AT ELKIN, NC","ST",36.24041944,-80.8491611,"NAD83",865.68,NA,"03","0304","030401","03040101","SERFC"
"02113850","ARARAT RIVER AT ARARAT, NC","ST",36.40444444,-80.5616667,"NAD83",880.97,NA,"03","0304","030401","03040101","SERFC"
"02114450","LITTLE YADKIN RIVER AT DALTON, NC","ST",36.29916667,-80.4147222,"NAD83",813.7,NA,"03","0304","030401","03040101","SERFC"
"02115360","YADKIN RIVER AT ENON, NC","ST",36.13166667,-80.44388889,"NAD83",701.71,NA,"03","0304","030401","03040101","SERFC"
"02116500","YADKIN RIVER AT YADKIN COLLEGE, NC","ST",35.85666667,-80.3869444,"NAD83",638.45,NA,"03","0304","030401","03040101","SERFC"
"02118000","SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC","ST",35.845,-80.65888889,"NAD83",663.62,NA,"03","0304","030401","03040102","SERFC"
"02118500","HUNTING CREEK NEAR HARMONY, NC","ST",36.00055556,-80.7455556,"NAD83",734.78,NA,"03","0304","030401","03040102","SERFC"
"02120780","SECOND CREEK NEAR BARBER, NC","ST",35.7176083,-80.596075,"NAD83",642.31,NA,"03","0304","030401","03040102","SERFC"
"02121500","ABBOTTS CREEK AT LEXINGTON, NC","ST",35.80694444,-80.2347222,"NAD83",618.26,NA,"03","0304","030401","03040103","SERFC"
"0212378405","PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC","ST",35.20066667,-80.0618056,"NAD83",197.45,NA,"03","0304","030401","03040104","SERFC"
"0212393300","W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC","ST",35.46777778,-80.7902778,"NAD83",636.42,NA,"03","0304","030401","03040105","SERFC"
"02124080","CLARKE CREEK NEAR HARRISBURG, NC","ST",35.41416667,-80.7519444,"NAD83",608.3,NA,"03","0304","030401","03040105","SERFC"
"0212414900","MALLARD CR BL STONY CR NR HARRISBURG, NC","ST",35.33277778,-80.7158333,"NAD83",568.4,NA,"03","0304","030401","03040105","SERFC"
"0212419274","CODDLE CR AT SR 1612 NEAR DAVIDSON, NC","ST",35.50388889,-80.73638889,"NAD83",655.12,NA,"03","0304","030401","03040105","SERFC"
"02124269","BACK CR AT SR1173 NEAR HARRISBURG, NC","ST",35.30916667,-80.6736111,"NAD83",591.13,NA,"03","0304","030401","03040105","SERFC"
"0212430293","REEDY CREEK BELOW I-485 NR PINE RIDGE, NC","ST",35.2586111,-80.6627778,"NAD83",595.73,NA,"03","0304","030401","03040105","SERFC"
"0212430653","MCKEE CREEK AT SR2804 NR WILGROVE, NC","ST",35.25388889,-80.6480556,"NAD83",597.09,NA,"03","0304","030401","03040105","SERFC"
"0212433550","ROCKY R AB IRISH BUFFALO CR NR ROCKY RIVER, NC","ST",35.32166667,-80.5408333,"NAD83",494.26,NA,"03","0304","030401","03040105","SERFC"
"0212466000","CLEAR CREEK AT SR3181 NR MINT HILL, NC","ST",35.2083333,-80.58,"NAD83",558.29,NA,"03","0304","030401","03040105","SERFC"
"0212467451","GOOSE CR AT SR1524 NEAR INDIAN TRAIL, NC","ST",35.1304238,-80.6311791,"NAD83",596.58,NA,"03","0304","030401","03040105","SERFC"
"0212467595","GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC","ST",35.125,-80.6027778,"NAD83",549.82,NA,"03","0304","030401","03040105","SERFC"
"02124692","GOOSE CR AT FAIRVIEW, NC","ST",35.1536111,-80.5352778,"NAD83",472.67,NA,"03","0304","030401","03040105","SERFC"
"02126000","ROCKY RIVER NEAR NORWOOD, NC","ST",35.14888889,-80.1758333,"NAD83",212.91,NA,"03","0304","030401","03040105","SERFC"
"02128000","LITTLE RIVER NEAR STAR, NC","ST",35.3872222,-79.83138889,"NAD83",409,NA,"03","0304","030401","03040104","SERFC"
"02129000","PEE DEE R NR ROCKINGHAM, NC","ST",34.9458333,-79.8697222,"NAD83",119.52,NA,"03","0304","030402","03040201","SERFC"
"02130561","PEE DEE RIVER NR BENNETTSVILLE, SC","ST",34.60626798,-79.7883963,"NAD83",0,NA,"03","0304","030402","03040201","SERFC"
"02130840","BLACK CREEK BELOW CHESTERFIELD, SC","ST",34.6633333,-80.2116667,"NAD83",NA,NA,"03","0304","030402","03040201","SERFC"
"02130900","BLACK CREEK NEAR MCBEE, SC","ST",34.51404244,-80.1831244,"NAD83",224.72,NA,"03","0304","030402","03040201","SERFC"
"02130910","BLACK CREEK NEAR HARTSVILLE, SC","ST",34.39737618,-80.149791,"NAD83",177.48,NA,"03","0304","030402","03040201","SERFC"
"02130980","BLACK CREEK NEAR QUINBY, SC","ST",34.24376518,-79.7447833,"NAD83",170,NA,"03","0304","030402","03040201","SERFC"
"02131000","PEE DEE RIVER AT PEEDEE, SC","ST",34.20432518,-79.5483896,"NAD83",24.73,8830,"03","0304","030402","03040201","SERFC"
"02131010","PEE DEE RIVER BELOW PEE DEE, SC","ST",34.15738145,-79.5533904,"NAD83",20,NA,"03","0304","030402","03040201","SERFC"
"02131500","LYNCHES RIVER NEAR BISHOPVILLE, SC","ST",34.2501545,-80.2136816,"NAD83",155.59,NA,"03","0304","030402","03040202","SERFC"
"02132000","LYNCHES RIVER AT EFFINGHAM, SC","ST",34.05154846,-79.7539545,"NAD83",58.49,NA,"03","0304","030402","03040202","SERFC"
"02132320","BIG SHOE HEEL CREEK NR LAURINBURG, NC","ST",34.75055556,-79.3866667,"NAD83",161.1,NA,"03","0304","030402","03040204","SERFC"
"02133500","DROWNING CREEK NEAR HOFFMAN, NC","ST",35.0611111,-79.49388889,"NAD83",269.13,NA,"03","0304","030402","03040203","SERFC"
"02133624","LUMBER RIVER NEAR MAXTON, NC","ST",34.77277778,-79.3319444,"NAD83",171.04,NA,"03","0304","030402","03040203","SERFC"
"02134170","LUMBER RIVER AT LUMBERTON, NC","ST",34.62027778,-79.0111111,"NAD83",97.49,NA,"03","0304","030402","03040203","SERFC"
"02134480","BIG SWAMP NR TAR HEEL, NC","ST",34.71027778,-78.83638889,"NAD83",98.48,NA,"03","0304","030402","03040203","SERFC"
"02134500","LUMBER RIVER AT BOARDMAN, NC","ST",34.4425,-78.9602778,"NAD83",72.05,NA,"03","0304","030402","03040203","SERFC"
"02135000","LITTLE PEE DEE R. AT GALIVANTS FERRY, SC","ST",34.05710829,-79.2469897,"NAD83",23.95,NA,"03","0304","030402","03040204","SERFC"
"02135200","PEE DEE RIVER AT HWY 701 NR BUCKSPORT, SC","ST",33.6610024,-79.1544874,"NAD83",-7.92,NA,"03","0304","030402","03040201","SERFC"
"02136000","BLACK RIVER AT KINGSTREE, SC","ST",33.66127545,-79.83590448,"NAD83",25.66,NA,"03","0304","030402","03040205","SERFC"
"02136361","TURKEY CREEK NEAR MARYVILLE, SC","ST",33.32850037,-79.3381102,"NAD83",5,NA,"03","0304","030402","03040207","SERFC"
"02137727","CATAWBA R NR PLEASANT GARDENS, NC","ST",35.6858333,-82.0602778,"NAD83",1233.82,NA,"03","0305","030501","03050101","SERFC"
"02138500","LINVILLE RIVER NEAR NEBO, NC","ST",35.7947222,-81.89,"NAD83",1203.87,NA,"03","0305","030501","03050101","SERFC"
"02138520","CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC","ST",35.7403611,-81.8346667,"NAD83",1056.7,NA,"03","0305","030501","03050101","SERFC"
"02140991","JOHNS RIVER AT ARNEYS STORE, NC","ST",35.8336111,-81.7119444,"NAD83",1001.74,NA,"03","0305","030501","03050101","SERFC"
"02142000","LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC","ST",35.94555556,-81.2369444,"NAD83",1070,NA,"03","0305","030501","03050101","SERFC"
"02142654","MCDOWELL CREEK NR HUNTERSVILLE, NC","ST",35.40694444,-80.8905556,"NAD83",659.47,NA,"03","0305","030501","03050101","SERFC"
"0214265808","TORRENCE CR AT BRADFORD HILL LN NR HUNTERSVLLE, NC","ST",35.4036111,-80.8827778,"NAD83",663.73,NA,"03","0305","030501","03050101","SERFC"
"0214266000","MCDOWELL CREEK NR CHARLOTTE, NC (CSW10)","ST",35.38971389,-80.921,"NAD83",644.87,NA,"03","0305","030501","03050101","SERFC"
"0214266080","GAR CREEK AT SR2074 NR CROFT, NC","ST",35.36138889,-80.8975,"NAD83",658.61,NA,"03","0305","030501","03050101","SERFC"
"0214269560","KILLIAN CREEK NEAR MARIPOSA, NC","ST",35.43416667,-81.03,"NAD83",642.2,NA,"03","0305","030501","03050101","SERFC"
"02142900","LONG CREEK NEAR PAW CREEK, NC","ST",35.3286111,-80.9097222,"NAD83",647.69,NA,"03","0305","030501","03050101","SERFC"
"02142914","GUM BRANCH NEAR THRIFT, NC","ST",35.29944444,-80.94638889,"NAD83",630.77,NA,"03","0305","030501","03050101","SERFC"
"0214291555","LONG CREEK NR RHYNE, NC","ST",35.30055556,-80.9727778,"NAD83",612.45,NA,"03","0305","030501","03050101","SERFC"
"0214295600","PAW CR AT WILKINSON BLVD NR CHARLOTTE, NC","ST",35.24027778,-80.9744444,"NAD83",567.97,NA,"03","0305","030501","03050101","SERFC"
"0214297160","BEAVERDAM CREEK AB WINDY GAP ROAD NR SHOPTON, NC","ST",35.1697222,-80.9877778,"NAD83",567.71,NA,"03","0305","030501","03050101","SERFC"
"02143000","HENRY FORK NEAR HENRY RIVER, NC","ST",35.68444444,-81.4033333,"NAD83",890.99,NA,"03","0305","030501","03050102","SERFC"
"02143040","JACOB FORK AT RAMSEY, NC","ST",35.59055556,-81.5669444,"NAD83",1103,NA,"03","0305","030501","03050102","SERFC"
"02143500","INDIAN CREEK NEAR LABORATORY, NC","ST",35.42055556,-81.2652778,"NAD83",741.62,NA,"03","0305","030501","03050102","SERFC"
"02144000","LONG CREEK NEAR BESSEMER CITY, NC","ST",35.30638889,-81.2347222,"NAD83",706.1,NA,"03","0305","030501","03050102","SERFC"
"02145000","SOUTH FORK CATAWBA RIVER AT LOWELL, NC","ST",35.28527778,-81.1011111,"NAD83",602.28,NA,"03","0305","030501","03050102","SERFC"
"021457492","ALLISON CREEK AT RD 114 NEAR YORK, SC","ST",35.065,-81.1383333,"NAD83",575,NA,"03","0305","030501","03050101","SERFC"
"021459367","BIG DUTCHMAN CREEK AT ROCK HILL, SC","ST",34.9868083,-81.00833889,"NAD83",512,NA,"03","0305","030501","03050103","SERFC"
"02146000","CATAWBA RIVER NEAR ROCK HILL, SC","ST",34.98486935,-80.9739658,"NAD83",485.82,NA,"03","0305","030501","03050103","SERFC"
"02146110","MANCHESTER CREEK AT ROCK HILL, SC","ST",34.94444444,-80.9797222,"NAD83",510,NA,"03","0305","030501","03050103","SERFC"
"02146211","IRWIN CR AT STATESVILLE AVE AT CHARLOTTE, NC","ST",35.26194444,-80.8369444,"NAD83",656.04,NA,"03","0305","030501","03050103","SERFC"
"0214627970","STEWART CREEK AT STATE ST AT CHARLOTTE, NC","ST",35.24027778,-80.8683333,"NAD83",630.54,NA,"03","0305","030501","03050103","SERFC"
"02146285","STEWART CREEK AT WEST MOREHEAD ST AT CHARLOTTE, NC","ST",35.2283333,-80.8691667,"NAD83",617.43,NA,"03","0305","030501","03050103","SERFC"
"02146300","IRWIN CREEK NEAR CHARLOTTE, NC","ST",35.19777778,-80.9044444,"NAD83",590.87,NA,"03","0305","030501","03050103","SERFC"
"02146315","TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC","ST",35.20666667,-80.9219444,"NAD83",604.27,NA,"03","0305","030501","03050103","SERFC"
"02146348","COFFEY CREEK NR CHARLOTTE, NC","ST",35.1458333,-80.9269444,"NAD83",565.72,NA,"03","0305","030501","03050103","SERFC"
"02146381","SUGAR CREEK AT NC 51 NEAR PINEVILLE, NC","ST",35.0908333,-80.8994444,"NAD83",520.95,NA,"03","0305","030501","03050103","SERFC"
"02146409","LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE, NC","ST",35.2036111,-80.8369444,"NAD83",612.82,NA,"03","0305","030501","03050103","SERFC"
"0214642825","BRIAR CREEK NEAR CHARLOTTE, NC","ST",35.2361111,-80.7711111,"NAD83",672,NA,"03","0305","030501","03050103","SERFC"
"0214643820","EDWARDS BRANCH AT SHEFFIELD DR AT CHARLOTTE, NC","ST",35.2033333,-80.7722222,"NAD83",685.18,NA,"03","0305","030501","03050103","SERFC"
"0214645022","BRIAR CR ABOVE COLONY RD AT CHARLOTTE, NC","ST",35.17527778,-80.8308333,"NAD83",598.02,NA,"03","0305","030501","03050103","SERFC"
"0214645075","TRIB TO BRIAR CREEK AT COLONY RD AT CHARLOTTE, NC","ST",35.16888889,-80.8308333,"NAD83",602.42,NA,"03","0305","030501","03050103","SERFC"
"0214645080","TRIB TO BRIAR CR AT RUNNYMEDE LN AT CHARLOTTE, NC","ST",35.16694444,-80.8366667,"NAD83",584.62,NA,"03","0305","030501","03050103","SERFC"
"02146470","LITTLE HOPE CR AT SENECA PLACE AT CHARLOTTE, NC","ST",35.16444444,-80.8530556,"NAD83",597.32,NA,"03","0305","030501","03050103","SERFC"
"02146507","LITTLE SUGAR C AT ARCHDALE DR AT CHARLOTTE, NC","ST",35.14805556,-80.8577778,"NAD83",563.69,NA,"03","0305","030501","03050103","SERFC"
"02146530","LITTLE SUGAR CREEK AT PINEVILLE, NC","ST",35.08527778,-80.8822222,"NAD83",531.94,NA,"03","0305","030501","03050103","SERFC"
"0214655255","MCALPINE CREEK AT SR3150 NR IDLEWILD, NC","ST",35.1758333,-80.7191667,"NAD83",613.19,NA,"03","0305","030501","03050103","SERFC"
"02146562","CAMPBELL CREEK NR CHARLOTTE, NC","ST",35.18666667,-80.7366667,"NAD83",663.92,NA,"03","0305","030501","03050103","SERFC"
"0214657975","IRVINS CREEK AT SR3168 NR CHARLOTTE, NC","ST",35.1586111,-80.7133333,"NAD83",612.56,NA,"03","0305","030501","03050103","SERFC"
"02146600","MCALPINE CR AT SARDIS ROAD NEAR CHARLOTTE, NC","ST",35.13777778,-80.7675,"NAD83",552.36,NA,"03","0305","030501","03050103","SERFC"
"02146700","MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE, NC","ST",35.1408333,-80.82,"NAD83",592.31,NA,"03","0305","030501","03050103","SERFC"
"02146750","MCALPINE CR BELOW MCMULLEN CR NR PINEVILLE, NC","ST",35.0664972,-80.86985,"NAD83",515.51,NA,"03","0305","030501","03050103","SERFC"
"0214676115","MCALPINE CREEK AT SR2964 NR CAMP COX, SC","ST",35.0408333,-80.8916667,"NAD83",496.95,NA,"03","0305","030501","03050103","SERFC"
"0214678175","STEELE CREEK AT SR1441 NR PINEVILLE, NC","ST",35.105,-80.9536111,"NAD83",561.83,NA,"03","0305","030501","03050103","SERFC"
"02146800","SUGAR CREEK NEAR FORT MILL, SC","ST",35.0059812,-80.9022968,"NAD83",479.98,NA,"03","0305","030501","03050103","SERFC"
"0214685800","SIX MILE CREEK NEAR PINEVILLE, NC","ST",35.01035556,-80.8285417,"NAD83",560.33,NA,"03","0305","030501","03050103","SERFC"
"02147020","CATAWBA RIVER BELOW CATAWBA, SC","ST",34.83625705,-80.879518,"NAD83",442,NA,"03","0305","030501","03050103","SERFC"
"02147126","WAXHAW CREEK AT SR1103 NEAR JACKSON, NC","ST",34.83694444,-80.7916667,"NAD83",480.33,NA,"03","0305","030501","03050103","SERFC"
"021473415","FISHING CREEK @ HWY 5 BELOW YORK, SC","ST",34.975,-81.18,"NAD83",580,NA,"03","0305","030501","03050103","SERFC"
"021473426","TOOLS FORK CREEK NEAR ROCK HILL, SC","ST",34.95653054,-81.1061882,"NAD83",558,NA,"03","0305","030501","03050103","SERFC"
"021473428","WILDCAT CREEK BELOW ROCK HILL, SC","ST",34.8895867,-81.069246,"NAD83",515,NA,"03","0305","030501","03050103","SERFC"
